AREA_NAME,Year,Crime_Type,POPULATION_2023,Crime_Count,Crime_Rate_per_1000
Area 82,2018,ASSAULT,5617,1,0.17803097739006588
Area 83,2018,ASSAULT,36516,19,0.5203198597874904
Area 84,2018,ASSAULT,5538,2,0.36114120621162876
Area 85,2018,ASSAULT,37262,29,0.7782727711878052
Area 86,2018,ASSAULT,35452,16,0.45131445334536835
Area 87,2018,ASSAULT,8624,6,0.6957328385899815
Area 88,2018,ASSAULT,20581,8,0.3887080316797046
Area 89,2018,ASSAULT,24391,14,0.5739822065515969
Area 90,2018,ASSAULT,7210,6,0.8321775312066575
Area 91,2018,ASSAULT,7285,2,0.27453671928620454
Area 92,2018,ASSAULT,23761,11,0.4629434788098144
Area 93,2018,ASSAULT,37280,22,0.5901287553648068
Area 94,2018,ASSAULT,12825,2,0.15594541910331386
Area 95,2018,ASSAULT,19750,9,0.45569620253164556
Area 96,2018,ASSAULT,29262,10,0.341740140796938
Area 97,2018,ASSAULT,30448,20,0.6568575932737782
Area 98,2018,ASSAULT,15686,3,0.19125334693357135
Area 99,2018,ASSAULT,32454,10,0.3081284279287607
Area 100,2018,ASSAULT,17636,7,0.39691540031753236
Area 1,2019,ASSAULT,7985,1,0.12523481527864747
Area 2,2019,ASSAULT,34924,14,0.4008704615737029
Area 3,2019,ASSAULT,34709,15,0.4321645682675963
Area 4,2019,ASSAULT,7756,2,0.25786487880350695
Area 5,2019,ASSAULT,14641,7,0.4781094187555495
Area 6,2019,ASSAULT,36312,9,0.24785194976867153
Area 7,2019,ASSAULT,19182,12,0.6255864873318737
Area 8,2019,ASSAULT,20179,9,0.44600822637395315
Area 9,2019,ASSAULT,32167,15,0.46631641122889916
Area 10,2019,ASSAULT,29172,9,0.30851501439736734
Area 11,2019,ASSAULT,14096,5,0.3547105561861521
Area 12,2019,ASSAULT,35537,24,0.6753524495596139
Area 13,2019,ASSAULT,33980,12,0.3531489111241907
Area 14,2019,ASSAULT,12988,3,0.2309824453341546
Area 15,2019,ASSAULT,18535,10,0.5395198273536552
Area 16,2019,ASSAULT,29540,7,0.23696682464454977
Area 17,2019,ASSAULT,11215,2,0.17833259028087384
Area 18,2019,ASSAULT,22982,16,0.6961970237577234
Area 19,2019,ASSAULT,34393,18,0.5233623120983921
Area 20,2019,ASSAULT,33824,16,0.47303689687795647
Area 21,2019,ASSAULT,5040,2,0.3968253968253968
Area 22,2019,ASSAULT,19425,11,0.5662805662805662
Area 23,2019,ASSAULT,12283,6,0.4884800130261337
Area 24,2019,ASSAULT,33501,13,0.38804811796662786
Area 25,2019,ASSAULT,16472,10,0.6070908207867897
Area 26,2019,ASSAULT,17300,9,0.5202312138728323
Area 27,2019,ASSAULT,11133,7,0.6287613401598849
Area 28,2019,ASSAULT,38522,18,0.4672654586989253
Area 29,2019,ASSAULT,26811,14,0.5221737346611465
Area 30,2019,ASSAULT,14639,6,0.409864061752852
Area 31,2019,ASSAULT,24741,11,0.44460611939695244
Area 32,2019,ASSAULT,14325,7,0.4886561954624782
Area 33,2019,ASSAULT,31509,11,0.34910660446221714
Area 34,2019,ASSAULT,25959,10,0.3852228514195462
Area 35,2019,ASSAULT,19402,11,0.5669518606329245
Area 36,2019,ASSAULT,10966,7,0.6383366770016414
Area 37,2019,ASSAULT,33798,16,0.4734007929463282
Area 38,2019,ASSAULT,31835,14,0.4397675514370975
Area 39,2019,ASSAULT,17048,11,0.645236977944627
Area 40,2019,ASSAULT,20149,11,0.5459328006352673
Area 41,2019,ASSAULT,10026,5,0.4987033712347895
Area 42,2019,ASSAULT,37605,11,0.2925142933120595
Area 43,2019,ASSAULT,21151,6,0.28367453075504706
Area 44,2019,ASSAULT,30558,10,0.32724654754892335
Area 45,2019,ASSAULT,19214,7,0.3643176850213386
Area 46,2019,ASSAULT,19286,10,0.5185108368764908
Area 47,2019,ASSAULT,28193,8,0.2837583797396517
Area 48,2019,ASSAULT,29557,14,0.4736610616774368
Area 49,2019,ASSAULT,39975,22,0.5503439649781113
Area 50,2019,ASSAULT,19490,13,0.6670087224217548
Area 51,2019,ASSAULT,22412,9,0.40157058718543637
Area 52,2019,ASSAULT,17047,7,0.4106294362644453
Area 53,2019,ASSAULT,39723,18,0.4531379805150668
Area 54,2019,ASSAULT,25476,21,0.8243052284503062
Area 55,2019,ASSAULT,22368,11,0.4917739628040057
Area 56,2019,ASSAULT,36541,12,0.3283982375961249
Area 57,2019,ASSAULT,26068,15,0.5754181371796839
Area 58,2019,ASSAULT,35574,14,0.3935458480913026
Area 59,2019,ASSAULT,38752,14,0.361271676300578
Area 60,2019,ASSAULT,23890,9,0.3767266638760988
Area 61,2019,ASSAULT,16283,8,0.49130995516796666
Area 62,2019,ASSAULT,21578,11,0.5097784780795254
Area 63,2019,ASSAULT,31800,18,0.5660377358490566
Area 64,2019,ASSAULT,30901,14,0.45305977152842947
Area 65,2019,ASSAULT,33077,11,0.3325573661456601
Area 66,2019,ASSAULT,8832,3,0.33967391304347827
Area 67,2019,ASSAULT,31027,12,0.38675991878041704
Area 68,2019,ASSAULT,19535,6,0.3071410289224469
Area 69,2019,ASSAULT,22532,7,0.3106692703710279
Area 70,2019,ASSAULT,31502,13,0.41267221128817216
Area 71,2019,ASSAULT,27762,14,0.5042864346949067
Area 72,2019,ASSAULT,37952,16,0.42158516020236086
Area 73,2019,ASSAULT,5412,0,0
Area 74,2019,ASSAULT,15761,8,0.5075820062178795
Area 75,2019,ASSAULT,35570,15,0.4217036828788305
Area 76,2019,ASSAULT,13985,9,0.643546657132642
Area 77,2019,ASSAULT,19744,5,0.2532414910858995
Area 78,2019,ASSAULT,30945,18,0.58167716917111
Area 79,2019,ASSAULT,19803,7,0.3534817956875221
Area 80,2019,ASSAULT,11600,8,0.689655172413793
Area 81,2019,ASSAULT,11789,2,0.16964967342437867
Area 82,2019,ASSAULT,5617,1,0.17803097739006588
Area 83,2019,ASSAULT,36516,26,0.7120166502355132
Area 84,2019,ASSAULT,5538,2,0.36114120621162876
Area 85,2019,ASSAULT,37262,15,0.4025548816488648
Area 86,2019,ASSAULT,35452,19,0.5359359133476249
Area 87,2019,ASSAULT,8624,4,0.46382189239332094
Area 88,2019,ASSAULT,20581,5,0.24294251979981538
Area 89,2019,ASSAULT,24391,8,0.32798983231519824
Area 90,2019,ASSAULT,7210,1,0.13869625520110956
Area 91,2019,ASSAULT,7285,3,0.4118050789293068
Area 92,2019,ASSAULT,23761,8,0.3366861664071377
Area 93,2019,ASSAULT,37280,23,0.6169527896995709
Area 94,2019,ASSAULT,12825,10,0.7797270955165692
Area 95,2019,ASSAULT,19750,11,0.5569620253164557
Area 96,2019,ASSAULT,29262,18,0.6151322534344884
Area 97,2019,ASSAULT,30448,10,0.3284287966368891
Area 98,2019,ASSAULT,15686,8,0.5100089251561902
Area 99,2019,ASSAULT,32454,13,0.4005669563073889
Area 100,2019,ASSAULT,17636,7,0.39691540031753236
Area 1,2020,ASSAULT,7985,6,0.7514088916718848
Area 2,2020,ASSAULT,34924,16,0.4581376703699462
Area 3,2020,ASSAULT,34709,21,0.6050303955746348
Area 4,2020,ASSAULT,7756,1,0.12893243940175347
Area 5,2020,ASSAULT,14641,6,0.40980807321904245
Area 6,2020,ASSAULT,36312,25,0.6884776382463098
Area 7,2020,ASSAULT,19182,8,0.4170576582212491
Area 8,2020,ASSAULT,20179,13,0.6442341047623767
Area 9,2020,ASSAULT,32167,12,0.3730531289831194
Area 10,2020,ASSAULT,29172,12,0.41135335252982314
Area 11,2020,ASSAULT,14096,7,0.4965947786606129
Area 12,2020,ASSAULT,35537,20,0.562793707966345
Area 13,2020,ASSAULT,33980,15,0.44143613890523836
Area 14,2020,ASSAULT,12988,6,0.4619648906683092
Area 15,2020,ASSAULT,18535,4,0.21580793094146208
Area 16,2020,ASSAULT,29540,13,0.4400812457684496
Area 17,2020,ASSAULT,11215,7,0.6241640659830584
Area 18,2020,ASSAULT,22982,5,0.21756156992428857
Area 19,2020,ASSAULT,34393,13,0.377983892071061
Area 20,2020,ASSAULT,33824,17,0.5026017029328288
Area 21,2020,ASSAULT,5040,2,0.3968253968253968
Area 22,2020,ASSAULT,19425,11,0.5662805662805662
Area 23,2020,ASSAULT,12283,4,0.3256533420174224
Area 24,2020,ASSAULT,33501,17,0.5074475388794365
Area 25,2020,ASSAULT,16472,4,0.24283632831471588
Area 26,2020,ASSAULT,17300,13,0.7514450867052023
Area 27,2020,ASSAULT,11133,7,0.6287613401598849
Area 28,2020,ASSAULT,38522,21,0.5451430351487462
Area 29,2020,ASSAULT,26811,5,0.18649061952183807
Area 30,2020,ASSAULT,14639,4,0.27324270783523463
Area 31,2020,ASSAULT,24741,11,0.44460611939695244
Area 32,2020,ASSAULT,14325,8,0.5584642233856894
Area 33,2020,ASSAULT,31509,8,0.25389571233615793
Area 34,2020,ASSAULT,25959,11,0.4237451365615008
Area 35,2020,ASSAULT,19402,9,0.4638697041542109
Area 36,2020,ASSAULT,10966,14,1.2766733540032829
Area 37,2020,ASSAULT,33798,19,0.5621634416237647
Area 38,2020,ASSAULT,31835,17,0.5340034553164756
Area 39,2020,ASSAULT,17048,11,0.645236977944627
Area 40,2020,ASSAULT,20149,12,0.5955630552384734
Area 41,2020,ASSAULT,10026,10,0.997406742469579
Area 42,2020,ASSAULT,37605,10,0.26592208482914503
Area 43,2020,ASSAULT,21151,10,0.47279088459174506
Area 44,2020,ASSAULT,30558,17,0.5563191308331698
Area 45,2020,ASSAULT,19214,3,0.15613615072343084
Area 46,2020,ASSAULT,19286,18,0.93331950637768335
Area 47,2020,ASSAULT,28193,15,0.5320469620118469
Area 48,2020,ASSAULT,29557,16,0.5413269276313564
Area 49,2020,ASSAULT,39975,14,0.35021888680425267
Area 50,2020,ASSAULT,19490,14,0.7183170856849667
Area 51,2020,ASSAULT,22412,17,0.7585222202391576
Area 52,2020,ASSAULT,17047,6,0.3519680882266674
Area 53,2020,ASSAULT,39723,20,0.5034866450167409
Area 54,2020,ASSAULT,25476,12,0.4710315591144607
Area 55,2020,ASSAULT,22368,9,0.40236051502145925
Area 56,2020,ASSAULT,36541,16,0.4378643167948332
Area 57,2020,ASSAULT,26068,15,0.5754181371796839
Area 58,2020,ASSAULT,35574,15,0.42165626581210996
Area 59,2020,ASSAULT,38752,9,0.23224607762180016
Area 60,2020,ASSAULT,23890,15,0.6278777731268314
Area 61,2020,ASSAULT,16283,9,0.5527236995639624
Area 62,2020,ASSAULT,21578,4,0.18537399202891833
Area 63,2020,ASSAULT,31800,8,0.25157232704402516
Area 64,2020,ASSAULT,30901,11,0.3559755347723375
Area 65,2020,ASSAULT,33077,20,0.604649756628473
Area 66,2020,ASSAULT,8832,3,0.33967391304347827
Area 67,2020,ASSAULT,31027,11,0.35452992554871565
Area 68,2020,ASSAULT,19535,14,0.7166624008190428
Area 69,2020,ASSAULT,22532,10,0.4438132433871827
Area 70,2020,ASSAULT,31502,17,0.5396482762999175
Area 71,2020,ASSAULT,27762,13,0.46826597507384193
Area 72,2020,ASSAULT,37952,14,0.36888701517706574
Area 73,2020,ASSAULT,5412,3,0.5543237250554324
Area 74,2020,ASSAULT,15761,13,0.8248207601040544
Area 75,2020,ASSAULT,35570,23,0.64661231374754
Area 76,2020,ASSAULT,13985,6,0.42903110475509476
Area 77,2020,ASSAULT,19744,8,0.4051863857374392
Area 78,2020,ASSAULT,30945,13,0.4201001777346906
Area 79,2020,ASSAULT,19803,10,0.5049739938393173
Area 80,2020,ASSAULT,11600,4,0.3448275862068965
Area 81,2020,ASSAULT,11789,5,0.42412418356094667
Area 82,2020,ASSAULT,5617,7,1.246216841730461
Area 83,2020,ASSAULT,36516,20,0.5477051155657794
Area 84,2020,ASSAULT,5538,4,0.7222824124232575
Area 85,2020,ASSAULT,37262,13,0.3488808974290162
Area 86,2020,ASSAULT,35452,11,0.31027868667494074
Area 87,2020,ASSAULT,8624,6,0.6957328385899815
Area 88,2020,ASSAULT,20581,8,0.3887080316797046
Area 89,2020,ASSAULT,24391,16,0.6559796646303965
Area 90,2020,ASSAULT,7210,2,0.27739251040221913
Area 91,2020,ASSAULT,7285,1,0.13726835964310227
Area 92,2020,ASSAULT,23761,13,0.5471150204115989
Area 93,2020,ASSAULT,37280,18,0.48283261802575106
Area 94,2020,ASSAULT,12825,5,0.3898635477582846
Area 95,2020,ASSAULT,19750,8,0.40506329113924056
Area 96,2020,ASSAULT,29262,16,0.5467842252751008
Area 97,2020,ASSAULT,30448,15,0.49264319495533365
Area 98,2020,ASSAULT,15686,6,0.3825066938671427
Area 99,2020,ASSAULT,32454,9,0.27731558513588467
Area 100,2020,ASSAULT,17636,10,0.5670220004536176
Area 1,2021,ASSAULT,7985,3,0.3757044458359424
Area 2,2021,ASSAULT,34924,17,0.4867712747680678
Area 3,2021,ASSAULT,34709,13,0.3745426258319168
Area 4,2021,ASSAULT,7756,1,0.12893243940175347
Area 5,2021,ASSAULT,14641,10,0.6830134553650707
Area 6,2021,ASSAULT,36312,12,0.33046926635822865
Area 7,2021,ASSAULT,19182,9,0.46918986549890523
Area 8,2021,ASSAULT,20179,11,0.5451211655681649
Area 9,2021,ASSAULT,32167,14,0.4352286504803059
Area 10,2021,ASSAULT,29172,21,0.7198683669271905
Area 11,2021,ASSAULT,14096,7,0.4965947786606129
Area 12,2021,ASSAULT,35537,14,0.39395559557644144
Area 13,2021,ASSAULT,33980,20,0.5885815185403178
Area 14,2021,ASSAULT,12988,8,0.6159531875577456
Area 15,2021,ASSAULT,18535,9,0.4855678446182897
Area 16,2021,ASSAULT,29540,10,0.33852403520649965
Area 17,2021,ASSAULT,11215,7,0.6241640659830584
Area 18,2021,ASSAULT,22982,10,0.43512313984857715
Area 19,2021,ASSAULT,34393,17,0.4942866280929259
Area 20,2021,ASSAULT,33824,20,0.5912961210974456
Area 21,2021,ASSAULT,5040,1,0.1984126984126984
Area 22,2021,ASSAULT,19425,5,0.2574002574002574
Area 23,2021,ASSAULT,12283,8,0.6513066840348448
Area 24,2021,ASSAULT,33501,10,0.29849855228202143
Area 25,2021,ASSAULT,16472,12,0.7285089849441476
Area 26,2021,ASSAULT,17300,8,0.4624277456647399
Area 27,2021,ASSAULT,11133,9,0.8084074373484236
Area 28,2021,ASSAULT,38522,20,0.5191838429988058
Area 29,2021,ASSAULT,26811,11,0.41027936294804374
Area 30,2021,ASSAULT,14639,5,0.3415533847940433
Area 31,2021,ASSAULT,24741,13,0.5254435956509438
Area 32,2021,ASSAULT,14325,6,0.418848167539267
Area 33,2021,ASSAULT,31509,22,0.6982132089244343
Area 34,2021,ASSAULT,25959,11,0.4237451365615008
Area 35,2021,ASSAULT,19402,8,0.41232862591485414
Area 36,2021,ASSAULT,10966,4,0.36476381542950936
Area 37,2021,ASSAULT,33798,13,0.38463814426889165
Area 38,2021,ASSAULT,31835,22,0.691063295115439
Area 39,2021,ASSAULT,17048,9,0.5279211637728766
Area 40,2021,ASSAULT,20149,10,0.49630254603206114
Area 41,2021,ASSAULT,10026,3,0.29922202274087373
Area 42,2021,ASSAULT,37605,14,0.37229091876080306
Area 43,2021,ASSAULT,21151,8,0.37823270767339606
Area 44,2021,ASSAULT,30558,12,0.3926958570587081
Area 45,2021,ASSAULT,19214,9,0.4684084521702925
Area 46,2021,ASSAULT,19286,9,0.4666597531888417
Area 47,2021,ASSAULT,28193,15,0.5320469620118469
Area 48,2021,ASSAULT,29557,13,0.43982812870047705
Area 49,2021,ASSAULT,39975,15,0.37523452157598497
Area 50,2021,ASSAULT,19490,12,0.6157003591585428
Area 51,2021,ASSAULT,22412,15,0.6692843119757272
Area 52,2021,ASSAULT,17047,8,0.46929078430222326
Area 53,2021,ASSAULT,39723,14,0.3524406515117186
Area 54,2021,ASSAULT,25476,11,0.4317789291882556
Area 55,2021,ASSAULT,22368,13,0.5811874105865522
Area 56,2021,ASSAULT,36541,12,0.3283982375961249
Area 57,2021,ASSAULT,26068,12,0.4603345097437471
Area 58,2021,ASSAULT,35574,10,0.2811041772080733
Area 59,2021,ASSAULT,38752,16,0.41288191577208916
Area 60,2021,ASSAULT,23890,11,0.46044370029300963
Area 61,2021,ASSAULT,16283,12,0.7369649327519499
Area 62,2021,ASSAULT,21578,6,0.27806098804337753
Area 63,2021,ASSAULT,31800,18,0.5660377358490566
Area 64,2021,ASSAULT,30901,14,0.45305977152842947
Area 65,2021,ASSAULT,33077,9,0.27209239048281286
Area 66,2021,ASSAULT,8832,5,0.5661231884057971
Area 67,2021,ASSAULT,31027,13,0.4189899120121185
Area 68,2021,ASSAULT,19535,17,0.8702329152802661
Area 69,2021,ASSAULT,22532,9,0.3994319190484644
Area 70,2021,ASSAULT,31502,20,0.6348803250587265
Area 71,2021,ASSAULT,27762,13,0.46826597507384193
Area 72,2021,ASSAULT,37952,21,0.5533305227655987
Area 73,2021,ASSAULT,5412,4,0.7390983000739099
Area 74,2021,ASSAULT,15761,4,0.25379100310893976
Area 75,2021,ASSAULT,35570,23,0.64661231374754
Area 76,2021,ASSAULT,13985,1,0.07150518412584914
Area 77,2021,ASSAULT,19744,6,0.3038897893030794
Area 78,2021,ASSAULT,30945,4,0.12926159314913555
Area 79,2021,ASSAULT,19803,14,0.7069635913750442
Area 80,2021,ASSAULT,11600,4,0.3448275862068965
Area 81,2021,ASSAULT,11789,10,0.8482483671218933
Area 82,2021,ASSAULT,5617,4,0.7121239095602635
Area 83,2021,ASSAULT,36516,20,0.5477051155657794
Area 84,2021,ASSAULT,5538,6,1.0834236186348862
Area 85,2021,ASSAULT,37262,17,0.4562288658687134
Area 86,2021,ASSAULT,35452,15,0.4231073000112828
Area 87,2021,ASSAULT,8624,7,0.8116883116883118
Area 88,2021,ASSAULT,20581,11,0.5344735435595938
Area 89,2021,ASSAULT,24391,4,0.16399491615759912
Area 90,2021,ASSAULT,7210,3,0.41608876560332875
Area 91,2021,ASSAULT,7285,8,1.0981468771448182
Area 92,2021,ASSAULT,23761,14,0.589200791212491
Area 93,2021,ASSAULT,37280,19,0.509656652360515
Area 94,2021,ASSAULT,12825,7,0.5458089668615984
Area 95,2021,ASSAULT,19750,10,0.5063291139240507
Area 96,2021,ASSAULT,29262,9,0.3075661267172442
Area 97,2021,ASSAULT,30448,13,0.42695743562795585
Area 98,2021,ASSAULT,15686,5,0.3187555782226189
Area 99,2021,ASSAULT,32454,16,0.4930054846860171
Area 100,2021,ASSAULT,17636,5,0.2835110002268088
Area 1,2022,ASSAULT,7985,2,0.25046963055729493
Area 2,2022,ASSAULT,34924,18,0.5154048791661894
Area 3,2022,ASSAULT,34709,11,0.31692068339623725
Area 4,2022,ASSAULT,7756,3,0.3867973182052605
Area 5,2022,ASSAULT,14641,8,0.5464107642920565
Area 6,2022,ASSAULT,36312,20,0.5507821105970477
Area 7,2022,ASSAULT,19182,4,0.20852882911062454
Area 8,2022,ASSAULT,20179,10,0.495564695971059
Area 9,2022,ASSAULT,32167,18,0.559579693474679
Area 10,2022,ASSAULT,29172,11,0.3770739064856712
Area 11,2022,ASSAULT,14096,7,0.4965947786606129
Area 12,2022,ASSAULT,35537,16,0.450234966373076
Area 13,2022,ASSAULT,33980,19,0.559152442613302
Area 14,2022,ASSAULT,12988,7,0.5389590391130273
Area 15,2022,ASSAULT,18535,9,0.4855678446182897
Area 16,2022,ASSAULT,29540,7,0.23696682464454977
Area 17,2022,ASSAULT,11215,8,0.7133303611234953
Area 18,2022,ASSAULT,22982,10,0.43512313984857715
Area 19,2022,ASSAULT,34393,16,0.46521094408745967
Area 20,2022,ASSAULT,33824,17,0.5026017029328288
Area 21,2022,ASSAULT,5040,2,0.3968253968253968
Area 22,2022,ASSAULT,19425,10,0.5148005148005148
Area 23,2022,ASSAULT,12283,5,0.4070666775217781
Area 24,2022,ASSAULT,33501,16,0.4775976836512343
Area 25,2022,ASSAULT,16472,15,0.9106362311801846
Area 26,2022,ASSAULT,17300,7,0.4046242774566474
Area 27,2022,ASSAULT,11133,3,0.26946914578280784
Area 28,2022,ASSAULT,38522,22,0.5711022272986864
Area 29,2022,ASSAULT,26811,16,0.5967699824698818
Area 30,2022,ASSAULT,14639,10,0.6831067695880866
Area 31,2022,ASSAULT,24741,13,0.5254435956509438
Area 32,2022,ASSAULT,14325,9,0.6282722513089005
Area 33,2022,ASSAULT,31509,14,0.44431749658827635
Area 34,2022,ASSAULT,25959,9,0.34670056627759155
Area 35,2022,ASSAULT,19402,10,0.5154107823935676
Area 36,2022,ASSAULT,10966,4,0.36476381542950936
Area 37,2022,ASSAULT,33798,21,0.6213385407420557
Area 38,2022,ASSAULT,31835,13,0.40835558347730483
Area 39,2022,ASSAULT,17048,7,0.4106053496011262
Area 40,2022,ASSAULT,20149,11,0.5459328006352673
Area 41,2022,ASSAULT,10026,4,0.39896269698783166
Area 42,2022,ASSAULT,37605,22,0.585028586624119
Area 43,2022,ASSAULT,21151,14,0.6619072384284431
Area 44,2022,ASSAULT,30558,17,0.5563191308331698
Area 45,2022,ASSAULT,19214,5,0.2602269178723847
Area 46,2022,ASSAULT,19286,9,0.4666597531888417
Area 47,2022,ASSAULT,28193,13,0.461107367076934
Area 48,2022,ASSAULT,29557,11,0.3721622627465575
Area 49,2022,ASSAULT,39975,19,0.47529706066291433
Area 50,2022,ASSAULT,19490,5,0.2565418163160595
Area 51,2022,ASSAULT,22412,13,0.580046403712297
Area 52,2022,ASSAULT,17047,6,0.3519680882266674
Area 53,2022,ASSAULT,39723,17,0.4279636482642298
Area 54,2022,ASSAULT,25476,11,0.4317789291882556
Area 55,2022,ASSAULT,22368,8,0.35765379113018597
Area 56,2022,ASSAULT,36541,15,0.41049779699515615
Area 57,2022,ASSAULT,26068,17,0.6521405554703085
Area 58,2022,ASSAULT,35574,11,0.30921459492888065
Area 59,2022,ASSAULT,38752,22,0.5677126341866227
Area 60,2022,ASSAULT,23890,9,0.3767266638760988
Area 61,2022,ASSAULT,16283,3,0.18424123318798746
Area 62,2022,ASSAULT,21578,12,0.5561219760867551
Area 63,2022,ASSAULT,31800,11,0.3459119496855346
Area 64,2022,ASSAULT,30901,15,0.4854211837804602
Area 65,2022,ASSAULT,33077,24,0.7255797079541676
Area 66,2022,ASSAULT,8832,5,0.5661231884057971
Area 67,2022,ASSAULT,31027,21,0.6768298578657298
Area 68,2022,ASSAULT,19535,8,0.4095213718965959
Area 69,2022,ASSAULT,22532,13,0.5769572164033374
Area 70,2022,ASSAULT,31502,14,0.4444162275411085
Area 71,2022,ASSAULT,27762,10,0.36020459621064765
Area 72,2022,ASSAULT,37952,18,0.47428330522765594
Area 73,2022,ASSAULT,5412,3,0.5543237250554324
Area 74,2022,ASSAULT,15761,9,0.5710297569951145
Area 75,2022,ASSAULT,35570,17,0.4779308405960079
Area 76,2022,ASSAULT,13985,3,0.21451555237754738
Area 77,2022,ASSAULT,19744,9,0.4558346839546191
Area 78,2022,ASSAULT,30945,15,0.4847309743092584
Area 79,2022,ASSAULT,19803,10,0.5049739938393173
Area 80,2022,ASSAULT,11600,2,0.17241379310344826
Area 81,2022,ASSAULT,11789,2,0.16964967342437867
Area 82,2022,ASSAULT,5617,3,0.5340929321701976
Area 83,2022,ASSAULT,36516,20,0.5477051155657794
Area 84,2022,ASSAULT,5538,4,0.7222824124232575
Area 85,2022,ASSAULT,37262,16,0.4293918737587891
Area 86,2022,ASSAULT,35452,16,0.45131445334536835
Area 87,2022,ASSAULT,8624,3,0.34786641929499074
Area 88,2022,ASSAULT,20581,9,0.43729653563966764
Area 89,2022,ASSAULT,24391,6,0.24599237423639866
Area 90,2022,ASSAULT,7210,3,0.41608876560332875
Area 91,2022,ASSAULT,7285,3,0.4118050789293068
Area 92,2022,ASSAULT,23761,11,0.4629434788098144
Area 93,2022,ASSAULT,37280,20,0.5364806866952789
Area 94,2022,ASSAULT,12825,7,0.5458089668615984
Area 95,2022,ASSAULT,19750,9,0.45569620253164556
Area 96,2022,ASSAULT,29262,11,0.37591415487663177
Area 97,2022,ASSAULT,30448,21,0.6897004729374672
Area 98,2022,ASSAULT,15686,5,0.3187555782226189
Area 99,2022,ASSAULT,32454,10,0.3081284279287607
Area 100,2022,ASSAULT,17636,6,0.34021320027217056
Area 1,2023,ASSAULT,7985,4,0.5009392611145899
Area 2,2023,ASSAULT,34924,15,0.4295040659718245
Area 3,2023,ASSAULT,34709,18,0.5185974819211155
Area 4,2023,ASSAULT,7756,2,0.25786487880350695
Area 5,2023,ASSAULT,14641,13,0.8879174919745919
Area 6,2023,ASSAULT,36312,13,0.3580083718880811
Area 7,2023,ASSAULT,19182,8,0.4170576582212491
Area 8,2023,ASSAULT,20179,8,0.39645175677684724
Area 9,2023,ASSAULT,32167,12,0.3730531289831194
Area 10,2023,ASSAULT,29172,14,0.4799122446181269
Area 11,2023,ASSAULT,14096,9,0.6384790011350737
Area 12,2023,ASSAULT,35537,15,0.4220952809747587
Area 13,2023,ASSAULT,33980,18,0.529723366686286
Area 14,2023,ASSAULT,12988,3,0.2309824453341546
Area 15,2023,ASSAULT,18535,7,0.37766387914755867
Area 16,2023,ASSAULT,29540,19,0.6431956668923493
Area 17,2023,ASSAULT,11215,7,0.6241640659830584
Area 18,2023,ASSAULT,22982,10,0.43512313984857715
Area 19,2023,ASSAULT,34393,12,0.34890820806559475
Area 20,2023,ASSAULT,33824,14,0.4139072847682119
Area 21,2023,ASSAULT,5040,3,0.5952380952380953
Area 22,2023,ASSAULT,19425,7,0.36036036036036034
Area 23,2023,ASSAULT,12283,5,0.4070666775217781
Area 24,2023,ASSAULT,33501,11,0.3283484075102236
Area 25,2023,ASSAULT,16472,4,0.24283632831471588
Area 26,2023,ASSAULT,17300,12,0.6936416184971098
